mz intensity
1965.174 15
1965.275 8
1965.376 3
1965.477 1
1965.578 1
1965.679 20
1965.780 18
1965.881 28
1965.982 28
1966.083 13
1966.184 9
1966.285 -2
1966.387 -5
1966.488 3
1966.589 14
1966.690 11
1966.791 16
1966.892 29
1966.993 29
1967.094 30
1967.195 21
1967.296 17
1967.398 18
1967.499 32
1967.600 27
1967.701 24
1967.802 29
1967.903 17
1968.004 20
1968.105 23
1968.207 19
1968.308 11
1968.409 7
1968.510 -5
1968.611 -1
1968.712 10
1968.813 27
1968.915 27
1969.016 22
1969.117 11
1969.218 9
1969.319 8
1969.420 7
1969.522 9
1969.623 15
1969.724 16
1969.825 19
1969.926 18
1970.027 23
1970.129 13
1970.230 11
1970.331 11
1970.432 0
1970.533 6
1970.635 5
1970.736 18
1970.837 12
1970.938 23
1971.039 17
1971.141 6
1971.242 5
1971.343 -7
1971.444 -4
1971.545 -6
1971.647 -5
1971.748 5
1971.849 4
1971.950 11
1972.052 16
1972.153 4
1972.254 -6
1972.355 -10
1972.457 -12
1972.558 -11
1972.659 3
1972.760 3
1972.862 6
1972.963 1
1973.064 -1
1973.165 5
1973.267 13
1973.368 25
1973.469 28
1973.570 23
1973.672 11
1973.773 4
1973.874 -1
1973.976 -5
1974.077 -7
1974.178 -5
1974.279 -4
1974.381 0
1974.482 5
1974.583 14
1974.685 14
1974.786 17
1974.887 29
1974.988 24
1975.090 20
1975.191 12
1975.292 12
1975.394 13
1975.495 18
1975.596 24
1975.698 16
1975.799 10
1975.900 4
1976.002 -2
1976.103 -7
1976.204 -8
1976.306 -13
1976.407 -7
1976.508 -5
1976.610 -1
1976.711 4
1976.813 8
1976.914 11
1977.015 15
1977.117 21
1977.218 33
1977.319 32
1977.421 25
1977.522 24
1977.623 14
1977.725 11
1977.826 21
1977.928 16
1978.029 14
1978.130 18
1978.232 6
1978.333 1
1978.435 3
1978.536 -5
1978.637 -2
1978.739 -2
1978.840 4
1978.942 3
1979.043 11
1979.144 12
1979.246 5
1979.347 3
1979.449 -15
1979.550 -9
1979.652 -4
1979.753 -5
1979.854 7
1979.956 2
1980.057 -3
1980.159 -9
1980.260 -4
1980.362 -2
1980.463 -2
1980.565 7
1980.666 8
1980.767 6
1980.869 28
1980.970 31
1981.072 27
1981.173 26
1981.275 22
1981.376 25
1981.478 30
1981.579 36
1981.681 38
1981.782 29
1981.884 21
1981.985 10
1982.087 2
1982.188 -5
1982.290 -7
1982.391 2
1982.493 -6
1982.594 -6
1982.696 -1
1982.797 6
1982.899 10
1983.000 13
1983.102 11
1983.203 10
1983.305 16
1983.406 17
1983.508 11
1983.609 16
1983.711 12
1983.812 10
1983.914 21
1984.016 13
1984.117 9
1984.219 20
1984.320 16
1984.422 12
1984.523 11
1984.625 -2
1984.726 2
1984.828 1
1984.930 8
1985.031 5
1985.133 1
1985.234 -2
1985.336 9
1985.437 8
1985.539 8
1985.641 13
1985.742 13
1985.844 11
1985.945 15
1986.047 20
1986.149 15
1986.250 20
1986.352 13
1986.453 14
1986.555 12
1986.657 6
1986.758 2
1986.860 -10
1986.961 -3
1987.063 -15
1987.165 -14
1987.266 -7
1987.368 -11
1987.470 2
1987.571 2
1987.673 0
1987.775 9
1987.876 16
1987.978 11
1988.079 -1
1988.181 -10
1988.283 -15
1988.384 -3
1988.486 -2
1988.588 1
1988.689 6
1988.791 7
1988.893 21
1988.994 18
1989.096 21
1989.198 13
1989.299 13
1989.401 13
1989.503 15
1989.605 14
1989.706 18
1989.808 21
1989.910 22
1990.011 21
1990.113 15
1990.215 14
1990.316 11
1990.418 11
1990.520 1
1990.622 3
1990.723 0
1990.825 -10
1990.927 -6
1991.028 -19
1991.130 -25
1991.232 -11
1991.334 -15
1991.435 -3
1991.537 6
1991.639 9
1991.741 16
1991.842 20
1991.944 17
1992.046 11
1992.148 0
1992.249 -12
1992.351 -12
1992.453 -18
1992.555 -9
1992.656 2
1992.758 11
1992.860 16
1992.962 17
1993.063 20
1993.165 10
1993.267 14
1993.369 14
1993.471 6
1993.572 6
1993.674 12
1993.776 12
1993.878 26
1993.980 27
1994.081 19
1994.183 21
1994.285 20
1994.387 27
1994.489 24
1994.590 18
1994.692 12
1994.794 7
1994.896 10
1994.998 8
1995.100 14
1995.201 19
1995.303 18
1995.405 14
1995.507 0
1995.609 0
1995.711 -8
1995.812 -10
1995.914 -1
1996.016 13
1996.118 21
1996.220 24
1996.322 25
1996.424 23
1996.525 17
1996.627 13
1996.729 12
1996.831 2
1996.933 9
1997.035 15
1997.137 14
1997.239 14
1997.341 17
1997.442 12
1997.544 19
1997.646 18
1997.748 15
1997.850 35
1997.952 25
1998.054 26
1998.156 18
1998.258 3
1998.360 3
1998.461 -4
1998.563 0
1998.665 0
1998.767 -2
1998.869 0
1998.971 -1
1999.073 3
1999.175 2
1999.277 2
1999.379 -4
1999.481 -4
1999.583 -5
1999.685 -12
1999.787 -2
1999.889 10
1999.991 16
2000.092 27
2000.194 19
2000.296 2
2000.398 0
2000.500 -6
2000.602 -1
2000.704 9
2000.806 4
2000.908 11
2001.010 8
2001.112 3
2001.214 4
2001.316 -4
2001.418 9
2001.520 10
2001.622 16
2001.724 17
2001.826 13
2001.928 16
2002.030 10
2002.132 16
2002.234 33
2002.336 29
2002.438 34
2002.540 38
2002.642 24
2002.744 25
2002.846 30
2002.948 28
2003.050 19
2003.152 18
2003.255 6
2003.357 6
2003.459 11
2003.561 10
2003.663 10
2003.765 7
2003.867 -10
2003.969 -2
2004.071 3
2004.173 2
2004.275 17
2004.377 4
2004.479 5
2004.581 -3
2004.683 0
2004.785 0
2004.888 2
2004.990 11
2005.092 3
2005.194 4
2005.296 -2
2005.398 -2
2005.500 -5
2005.602 -1
2005.704 -6
2005.806 -2
2005.908 6
2006.011 1
2006.113 19
2006.215 15
2006.317 13
2006.419 23
2006.521 21
2006.623 19
2006.725 14
2006.828 8
2006.930 5
2007.032 -3
2007.134 2
2007.236 4
2007.338 8
2007.440 10
2007.543 6
2007.645 7
2007.747 2
2007.849 6
2007.951 -4
2008.053 -2
2008.156 -4
2008.258 -7
2008.360 3
2008.462 11
2008.564 15
2008.666 28
2008.769 30
2008.871 25
2008.973 21
2009.075 19
2009.177 12
2009.280 7
2009.382 4
2009.484 -2
2009.586 0
2009.688 -7
2009.791 10
2009.893 6
2009.995 8
2010.097 27
2010.199 21
2010.302 21
2010.404 21
2010.506 3
2010.608 -4
2010.711 4
2010.813 12
2010.915 2
2011.017 3
2011.120 -4
2011.222 -10
2011.324 3
2011.426 7
2011.528 10
2011.631 19
2011.733 26
2011.835 26
2011.938 20
2012.040 12
2012.142 3
2012.244 0
2012.347 -5
2012.449 -1
2012.551 1
2012.653 -1
2012.756 -1
2012.858 0
2012.960 4
2013.063 11
2013.165 15
2013.267 8
2013.370 -7
2013.472 -4
2013.574 -1
2013.676 0
2013.779 17
2013.881 7
2013.983 8
2014.086 5
2014.188 5
2014.290 0
2014.393 0
2014.495 8
2014.597 11
2014.700 23
2014.802 25
2014.904 21
2015.007 27
2015.109 22
2015.211 27
2015.314 25
2015.416 28
2015.518 24
2015.621 21
2015.723 16
2015.826 -2
2015.928 2
2016.030 5
2016.133 1
2016.235 9
2016.337 8
2016.440 -10
2016.542 -7
2016.645 -7
2016.747 -5
2016.849 1
2016.952 12
2017.054 13
2017.156 11
2017.259 11
2017.361 6
2017.464 6
2017.566 11
2017.669 18
2017.771 21
2017.873 12
2017.976 4
2018.078 10
2018.181 16
2018.283 10
2018.385 15
2018.488 8
2018.590 8
2018.693 14
2018.795 7
2018.898 15
2019.000 16
2019.103 16
2019.205 13
2019.307 10
2019.410 1
2019.512 7
2019.615 10
2019.717 5
2019.820 10
2019.922 5
2020.025 9
2020.127 4
2020.230 -1
2020.332 0
2020.435 0
2020.537 5
2020.640 9
2020.742 5
2020.845 11
2020.947 11
2021.050 3
2021.152 1
2021.255 -3
2021.357 -9
2021.460 1
2021.562 14
2021.665 12
2021.767 22
2021.870 25
2021.972 20
2022.075 15
2022.177 11
2022.280 9
2022.382 17
2022.485 17
2022.587 25
2022.690 28
2022.792 16
2022.895 21
2022.997 10
2023.100 6
2023.203 9
2023.305 -3
2023.408 -12
2023.510 -14
2023.613 -15
2023.715 -11
2023.818 -6
2023.921 1
2024.023 14
2024.126 8
2024.228 4
2024.331 7
2024.433 -2
2024.536 14
2024.639 18
2024.741 23
2024.844 25
2024.946 21
2025.049 16
2025.152 3
2025.254 -4
2025.357 -9
2025.459 -10
2025.562 -18
2025.665 -9
2025.767 -5
2025.870 2
2025.973 13
2026.075 9
2026.178 7
2026.280 5
2026.383 -5
2026.486 -4
2026.588 -4
2026.691 -4
2026.794 11
2026.896 10
2026.999 7
2027.102 12
2027.204 0
2027.307 7
2027.410 8
2027.512 6
2027.615 17
2027.718 25
2027.820 30
2027.923 28
2028.026 29
2028.128 14
2028.231 18
2028.334 15
2028.436 11
2028.539 24
2028.642 24
2028.744 36
2028.847 36
2028.950 25
2029.052 5
2029.155 -3
2029.258 1
2029.361 -3
2029.463 -2
2029.566 6
2029.669 -1
2029.771 9
2029.874 19
2029.977 17
2030.080 14
2030.182 10
2030.285 13
2030.388 16
2030.491 15
2030.593 13
2030.696 14
2030.799 10
2030.902 0
2031.004 1
2031.107 -10
2031.210 -2
2031.313 7
2031.415 1
2031.518 11
2031.621 0
2031.724 5
2031.826 9
2031.929 6
2032.032 6
2032.135 7
2032.238 -5
2032.340 -9
2032.443 -12
2032.546 -12
2032.649 -1
2032.752 -10
2032.854 0
2032.957 5
2033.060 5
2033.163 6
2033.266 8
2033.368 0
2033.471 -9
2033.574 -1
2033.677 0
2033.780 11
2033.882 17
2033.985 8
2034.088 10
2034.191 9
2034.294 -3
2034.397 11
2034.499 2
2034.602 -7
2034.705 0
2034.808 3
2034.911 9
2035.014 14
2035.117 10
2035.219 3
2035.322 -5
2035.425 -2
2035.528 2
2035.631 0
2035.734 6
2035.837 4
2035.940 -3
2036.042 -2
2036.145 -2
2036.248 -4
2036.351 2
2036.454 -3
2036.557 -4
2036.660 2
2036.763 2
2036.866 14
2036.968 10
2037.071 7
2037.174 12
2037.277 9
2037.380 17
2037.483 12
2037.586 9
2037.689 4
2037.792 4
2037.895 11
2037.998 4
2038.101 7
2038.204 2
2038.306 0
2038.409 2
2038.512 10
2038.615 23
2038.718 27
2038.821 31
2038.924 28
2039.027 11
2039.130 12
2039.233 15
2039.336 10
2039.439 14
2039.542 15
2039.645 7
2039.748 22
2039.851 36
2039.954 29
2040.057 30
2040.160 19
2040.263 17
2040.366 13
2040.469 6
2040.572 2
2040.675 -1
2040.778 4
2040.881 17
2040.984 7
2041.087 -4
2041.190 -5
2041.293 -18
2041.396 -15
2041.499 -11
2041.602 -6
2041.705 0
2041.808 13
2041.911 13
2042.014 10
2042.117 19
2042.220 18
2042.323 19
2042.426 22
2042.529 18
2042.632 19
2042.735 21
2042.838 24
2042.941 17
2043.045 12
2043.148 12
2043.251 5
2043.354 15
2043.457 23
2043.560 10
2043.663 8
2043.766 5
2043.869 8
2043.972 9
2044.075 3
2044.178 -3
2044.281 -15
2044.385 -8
2044.488 2
2044.591 2
2044.694 11
2044.797 15
2044.900 -1
2045.003 5
2045.106 -1
2045.209 -8
2045.313 3
2045.416 0
2045.519 8
2045.622 10
2045.725 12
2045.828 9
2045.931 4
2046.034 4
2046.138 0
2046.241 5
2046.344 8
2046.447 3
2046.550 13
2046.653 2
2046.756 -1
2046.860 -2
2046.963 -11
2047.066 -2
2047.169 -6
2047.272 -9
2047.375 -8
2047.479 -1
2047.582 -1
2047.685 -7
2047.788 -5
2047.891 -10
2047.995 -6
2048.098 7
2048.201 7
2048.304 11
2048.407 12
2048.510 13
2048.614 16
2048.717 10
2048.820 5
2048.923 5
2049.027 15
2049.130 10
2049.233 18
2049.336 15
2049.439 6
2049.543 8
2049.646 3
2049.749 11
2049.852 19
2049.956 6
2050.059 -1
2050.162 -8
2050.265 -5
2050.369 2
2050.472 0
2050.575 7
2050.678 6
2050.782 13
2050.885 17
2050.988 13
2051.091 10
2051.195 17
2051.298 27
2051.401 33
2051.504 35
2051.608 29
2051.711 20
2051.814 20
2051.918 7
2052.021 5
2052.124 9
2052.227 -6
2052.331 -2
2052.434 -2
2052.537 -9
2052.641 1
2052.744 7
2052.847 6
2052.951 7
2053.054 -2
2053.157 -7
2053.261 5
2053.364 2
2053.467 2
2053.570 -2
2053.674 -7
2053.777 -2
2053.880 6
2053.984 15
2054.087 12
2054.191 10
2054.294 16
2054.397 16
2054.501 16
2054.604 20
2054.707 12
2054.811 18
2054.914 23
2055.017 21
2055.121 16
2055.224 16
2055.327 12
2055.431 22
2055.534 28
2055.638 27
2055.741 26
2055.844 19
2055.948 21
2056.051 20
2056.155 16
2056.258 12
2056.361 10
2056.465 10
2056.568 13
2056.672 15
2056.775 14
2056.878 4
2056.982 9
2057.085 17
2057.189 16
2057.292 18
2057.395 20
2057.499 2
2057.602 4
2057.706 12
2057.809 8
2057.913 9
2058.016 15
2058.120 10
2058.223 -4
2058.326 1
2058.430 7
2058.533 9
2058.637 23
2058.740 34
2058.844 34
2058.947 38
2059.051 23
2059.154 18
2059.258 16
2059.361 4
2059.465 9
2059.568 5
2059.672 7
2059.775 14
2059.878 16
2059.982 16
2060.085 9
2060.189 10
2060.292 6
2060.396 6
2060.499 12
2060.603 20
2060.707 23
2060.810 23
2060.914 25
2061.017 14
2061.121 6
2061.224 2
2061.328 0
2061.431 -1
2061.535 4
2061.638 16
2061.742 17
2061.845 18
2061.949 19
2062.052 21
2062.156 19
2062.259 29
2062.363 28
2062.467 24
2062.570 27
2062.674 30
2062.777 21
2062.881 19
2062.984 7
2063.088 9
2063.192 20
2063.295 23
2063.399 26
2063.502 10
2063.606 16
2063.709 14
2063.813 15
2063.917 29
2064.020 30
2064.124 30
2064.227 33
2064.331 28
2064.435 20
2064.538 27
2064.642 22
2064.745 17
2064.849 13
2064.953 9
2065.056 16
2065.160 20
2065.264 16
2065.367 7
2065.471 -1
2065.574 1
2065.678 9
2065.782 21
2065.885 11
2065.989 8
2066.093 2
2066.196 -10
2066.300 -14
2066.404 -24
2066.507 -22
2066.611 -27
2066.715 -17
2066.818 -15
2066.922 -10
2067.026 -4
2067.129 2
2067.233 5
2067.337 13
2067.440 19
2067.544 16
2067.648 22
2067.751 18
2067.855 20
2067.959 21
2068.062 18
2068.166 18
2068.270 7
2068.374 12
2068.477 7
2068.581 11
2068.685 11
2068.788 3
2068.892 6
2068.996 1
2069.100 -2
2069.203 -4
2069.307 0
2069.411 1
2069.514 -1
2069.618 6
2069.722 -2
2069.826 10
2069.929 21
2070.033 22
2070.137 25
2070.241 17
2070.344 15
2070.448 18
2070.552 17
2070.656 6
2070.759 11
2070.863 11
2070.967 15
2071.071 21
2071.175 25
2071.278 23
2071.382 27
2071.486 21
2071.590 15
2071.693 7
2071.797 9
2071.901 10
2072.005 16
2072.109 19
2072.212 13
2072.316 18
2072.420 4
2072.524 1
2072.628 1
2072.731 2
2072.835 10
2072.939 20
2073.043 22
2073.147 17
2073.251 6
2073.354 -3
2073.458 -8
2073.562 -10
2073.666 -9
2073.770 -14
2073.874 -13
2073.977 -7
2074.081 3
2074.185 4
2074.289 6
2074.393 17
2074.497 9
2074.601 15
2074.704 14
2074.808 16
2074.912 30
2075.016 23
2075.120 20
2075.224 17
2075.328 10
2075.432 6
2075.535 2
2075.639 -7
2075.743 3
2075.847 1
2075.951 7
2076.055 2
2076.159 -3
2076.263 -1
2076.367 11
2076.471 17
2076.575 21
2076.678 25
2076.782 20
2076.886 13
2076.990 10
2077.094 10
2077.198 4
2077.302 16
2077.406 15
2077.510 13
2077.614 19
2077.718 9
2077.822 13
2077.926 12
2078.030 5
2078.134 21
2078.237 16
2078.341 22
2078.445 22
2078.549 13
2078.653 22
2078.757 30
2078.861 43
2078.965 40
2079.069 36
2079.173 31
2079.277 19
2079.381 8
2079.485 12
2079.589 15
2079.693 22
2079.797 25
2079.901 11
2080.005 8
2080.109 9
2080.213 11
2080.317 19
2080.421 26
2080.525 28
2080.629 31
2080.733 21
2080.837 20
2080.941 25
2081.045 22
2081.149 26
2081.253 23
2081.357 20
2081.461 20
2081.565 14
2081.669 1
2081.773 3
2081.878 14
2081.982 13
2082.086 19
2082.190 12
2082.294 9
2082.398 9
2082.502 17
2082.606 21
2082.710 9
2082.814 13
2082.918 22
2083.022 14
2083.126 18
2083.230 17
2083.334 4
2083.439 6
2083.543 12
2083.647 13
2083.751 14
2083.855 17
2083.959 9
2084.063 14
2084.167 5
2084.271 10
2084.375 10
2084.480 3
2084.584 3
2084.688 10
2084.792 10
2084.896 9
2085.000 14
2085.104 14
2085.208 18
2085.313 10
2085.417 13
2085.521 11
2085.625 21
2085.729 26
2085.833 23
2085.937 18
2086.042 13
2086.146 8
2086.250 19
2086.354 16
2086.458 17
2086.562 27
2086.666 30
2086.771 36
2086.875 35
2086.979 37
2087.083 39
2087.187 33
2087.292 31
2087.396 30
2087.500 17
2087.604 11
2087.708 13
2087.813 4
2087.917 4
2088.021 11
2088.125 15
2088.229 25
2088.334 20
2088.438 18
2088.542 17
2088.646 15
2088.750 21
2088.855 22
2088.959 24
2089.063 27
2089.167 30
2089.272 27
2089.376 24
2089.480 15
2089.584 17
2089.688 10
2089.793 14
2089.897 19
2090.001 21
2090.105 33
2090.210 19
2090.314 23
2090.418 19
2090.523 20
2090.627 29
2090.731 23
2090.835 17
2090.940 16
2091.044 8
2091.148 10
2091.252 9
2091.357 3
2091.461 10
2091.565 1
2091.670 0
2091.774 -4
2091.878 -11
2091.983 1
2092.087 9
2092.191 13
2092.295 17
2092.400 8
2092.504 8
2092.608 11
2092.713 6
2092.817 15
2092.921 11
2093.026 14
2093.130 21
2093.234 18
2093.339 16
2093.443 16
2093.547 16
2093.652 8
2093.756 18
2093.860 16
2093.965 11
2094.069 31
2094.173 29
2094.278 29
2094.382 27
2094.487 26
2094.591 25
2094.695 20
2094.800 29
2094.904 13
2095.008 5
2095.113 5
2095.217 2
2095.322 2
2095.426 10
2095.530 6
2095.635 -2
2095.739 0
2095.844 0
2095.948 4
2096.052 14
2096.157 9
2096.261 14
2096.366 12
2096.470 4
2096.574 3
2096.679 -5
2096.783 5
2096.888 21
2096.992 19
2097.097 20
2097.201 12
2097.305 7
2097.410 4
2097.514 6
2097.619 21
2097.723 17
2097.828 25
2097.932 22
2098.037 14
2098.141 18
2098.245 12
2098.350 23
2098.454 19
2098.559 9
2098.663 4
2098.768 1
2098.872 -1
2098.977 3
2099.081 13
2099.186 8
2099.290 4
2099.395 1
2099.499 -11
2099.604 -10
2099.708 -7
2099.813 -4
2099.917 -1
2100.022 1
2100.126 4
2100.231 3
2100.335 0
2100.440 -1
2100.544 6
2100.649 5
2100.753 9
2100.858 2
2100.962 -9
2101.067 1
2101.171 -6
2101.276 2
2101.380 15
2101.485 4
2101.590 15
2101.694 21
2101.799 13
2101.903 15
2102.008 2
2102.112 0
2102.217 7
2102.321 4
2102.426 11
2102.531 15
2102.635 16
2102.740 10
2102.844 17
2102.949 17
2103.053 7
2103.158 18
2103.263 18
2103.367 12
2103.472 19
2103.576 17
2103.681 8
2103.786 8
2103.890 4
2103.995 1
2104.099 -1
2104.204 6
2104.309 12
2104.413 16
2104.518 17
2104.622 17
2104.727 14
2104.832 8
2104.936 1
2105.041 0
2105.146 0
2105.250 5
2105.355 9
2105.459 4
2105.564 11
2105.669 17
2105.773 16
2105.878 27
2105.983 16
2106.087 19
2106.192 22
2106.297 13
2106.401 19
2106.506 21
2106.611 22
2106.715 11
2106.820 15
2106.925 11
2107.029 7
2107.134 14
2107.239 9
2107.343 6
2107.448 2
2107.553 -6
2107.658 2
2107.762 3
2107.867 20
2107.972 33
2108.076 30
2108.181 31
2108.286 25
2108.390 24
2108.495 12
2108.600 10
2108.705 0
2108.809 2
2108.914 11
2109.019 6
2109.124 8
2109.228 16
2109.333 9
2109.438 14
2109.543 22
2109.647 19
2109.752 20
2109.857 8
2109.962 3
2110.066 -1
2110.171 6
2110.276 13
2110.381 24
2110.485 28
2110.590 27
2110.695 31
2110.800 28
2110.904 27
2111.009 28
2111.114 15
2111.219 7
2111.324 2
2111.428 -2
2111.533 0
2111.638 8
2111.743 18
2111.848 25
2111.952 25
2112.057 17
2112.162 13
2112.267 12
2112.372 12
2112.476 7
2112.581 7
2112.686 0
2112.791 8
2112.896 12
2113.001 11
2113.105 18
2113.210 18
2113.315 17
2113.420 14
2113.525 3
2113.630 -8
2113.734 -4
2113.839 -2
2113.944 14
2114.049 19
2114.154 28
2114.259 28
2114.364 13
2114.468 10
2114.573 2
2114.678 2
2114.783 2
2114.888 8
2114.993 2
2115.098 1
2115.203 3
2115.307 -5
2115.412 -1
2115.517 5
2115.622 4
2115.727 20
2115.832 16
2115.937 18
2116.042 20
2116.147 13
2116.252 11
2116.357 3
2116.461 8
2116.566 -5
2116.671 -11
2116.776 -6
2116.881 -13
2116.986 -2
2117.091 5
2117.196 0
2117.301 -1
2117.406 -10
2117.511 -23
2117.616 -15
2117.721 -7
2117.826 1
2117.931 16
2118.035 25
2118.140 24
2118.245 21
2118.350 24
2118.455 20
2118.560 24
2118.665 31
2118.770 21
2118.875 15
2118.980 8
2119.085 9
2119.190 4
2119.295 5
2119.400 4
2119.505 -3
2119.610 8
2119.715 7
2119.820 3
2119.925 3
2120.030 -15
2120.135 -9
2120.240 -5
2120.345 -1
2120.450 18
2120.555 21
2120.660 17
2120.765 21
2120.870 32
2120.975 27
2121.080 33
2121.185 26
2121.290 15
2121.395 13
2121.501 18
2121.606 12
2121.711 21
2121.816 12
2121.921 -2
2122.026 7
2122.131 -5
2122.236 5
2122.341 5
2122.446 -3
2122.551 -14
2122.656 -14
2122.761 -3
2122.866 8
2122.971 21
2123.077 26
2123.182 23
2123.287 17
2123.392 17
2123.497 15
2123.602 15
2123.707 19
2123.812 10
2123.917 13
2124.022 8
2124.127 3
2124.233 4
2124.338 -4
2124.443 -1
2124.548 -8
2124.653 -7
2124.758 -14
2124.863 -7
2124.968 -3
2125.074 -1
2125.179 8
2125.284 6
2125.389 10
2125.494 8
2125.599 -2
2125.704 4
2125.810 1
2125.915 13
2126.020 21
2126.125 10
2126.230 7
2126.335 3
2126.441 0
2126.546 7
2126.651 2
2126.756 3
2126.861 11
2126.966 1
2127.072 2
2127.177 -3
2127.282 -14
2127.387 -8
2127.492 7
2127.598 14
2127.703 16
2127.808 14
2127.913 -3
2128.018 -4
2128.124 0
2128.229 -1
2128.334 10
2128.439 11
2128.544 11
2128.650 11
2128.755 13
2128.860 2
2128.965 -12
2129.071 2
2129.176 3
2129.281 -1
2129.386 9
2129.492 12
2129.597 12
2129.702 17
2129.807 19
2129.913 4
2130.018 7
2130.123 -3
2130.228 -7
2130.334 -4
2130.439 1
2130.544 17
2130.649 23
2130.755 27
2130.860 23
2130.965 14
2131.071 10
2131.176 15
2131.281 12
2131.386 7
2131.492 7
2131.597 2
2131.702 -4
2131.808 7
2131.913 9
2132.018 5
2132.123 8
2132.229 13
2132.334 13
2132.439 12
2132.545 3
2132.650 -11
2132.755 -14
2132.861 -11
2132.966 -4
2133.071 4
2133.177 12
2133.282 12
2133.387 19
2133.493 18
2133.598 14
2133.703 12
2133.809 10
2133.914 8
2134.019 3
2134.125 5
2134.230 2
2134.336 -5
2134.441 -4
2134.546 -6
2134.652 3
2134.757 8
2134.862 10
2134.968 9
2135.073 5
2135.179 7
2135.284 3
2135.389 10
2135.495 13
2135.600 22
2135.706 32
2135.811 22
2135.916 24
2136.022 13
2136.127 4
2136.233 15
2136.338 14
2136.443 18
2136.549 19
2136.654 3
2136.760 11
2136.865 16
2136.971 13
2137.076 14
2137.181 9
2137.287 5
2137.392 7
2137.498 9
2137.603 -3
2137.709 -1
2137.814 -1
2137.920 4
2138.025 8
2138.130 -1
2138.236 -4
2138.341 -4
2138.447 1
2138.552 -2
2138.658 9
2138.763 2
2138.869 1
2138.974 15
2139.080 11
2139.185 22
2139.291 31
2139.396 28
2139.502 32
2139.607 21
2139.713 21
2139.818 4
2139.924 -1
2140.029 6
2140.135 5
2140.240 8
2140.346 11
2140.451 16
2140.557 -2
2140.662 8
2140.768 17
2140.873 16
2140.979 25
2141.084 30
2141.190 21
2141.295 14
2141.401 15
2141.507 1
2141.612 -7
2141.718 2
2141.823 -8
2141.929 -8
2142.034 -6
2142.140 -7
2142.245 -10
2142.351 -8
2142.457 -8
2142.562 -13
2142.668 -7
2142.773 -12
2142.879 -8
2142.984 -7
2143.090 -8
2143.196 1
2143.301 11
2143.407 11
2143.512 14
2143.618 12
2143.724 -2
2143.829 -1
2143.935 -6
2144.040 -9
2144.146 -6
2144.252 -7
2144.357 2
2144.463 9
2144.568 16
2144.674 23
2144.780 20
2144.885 25
2144.991 25
2145.097 14
2145.202 20
2145.308 22
2145.413 18
2145.519 25
2145.625 12
2145.730 7
2145.836 9
2145.942 10
2146.047 9
2146.153 9
2146.259 5
2146.364 4
2146.470 11
2146.576 13
2146.681 18
2146.787 15
2146.893 11
2146.998 18
2147.104 21
2147.210 18
2147.315 26
2147.421 22
2147.527 9
2147.633 11
2147.738 -2
2147.844 1
2147.950 7
2148.055 3
2148.161 5
2148.267 1
2148.372 8
2148.478 9
2148.584 17
2148.690 15
2148.795 9
2148.901 19
2149.007 10
2149.113 8
2149.218 10
2149.324 13
2149.430 15
2149.536 29
2149.641 34
2149.747 23
2149.853 22
2149.959 8
2150.064 10
2150.170 9
2150.276 8
2150.382 8
2150.487 -4
2150.593 -1
2150.699 12
2150.805 20
2150.910 18
2151.016 11
2151.122 8
2151.228 2
2151.334 7
2151.439 11
2151.545 11
2151.651 4
2151.757 7
2151.863 11
2151.968 14
2152.074 15
2152.180 20
2152.286 16
2152.392 9
2152.497 13
2152.603 6
2152.709 11
2152.815 16
2152.921 17
2153.027 18
2153.132 15
2153.238 7
2153.344 4
2153.450 4
2153.556 5
2153.662 17
2153.767 32
2153.873 29
2153.979 23
2154.085 19
2154.191 4
2154.297 6
2154.403 7
2154.508 14
2154.614 11
2154.720 14
2154.826 16
2154.932 15
2155.038 15
2155.144 10
2155.250 6
2155.355 -7
2155.461 -11
2155.567 -9
2155.673 1
2155.779 3
2155.885 11
2155.991 11
2156.097 17
2156.203 18
2156.309 15
2156.414 16
2156.520 16
2156.626 18
2156.732 18
2156.838 19
2156.944 24
2157.050 17
2157.156 8
2157.262 2
2157.368 -11
2157.474 -9
2157.580 -6
2157.686 -2
2157.792 1
2157.898 7
2158.004 11
2158.109 7
2158.215 12
2158.321 15
2158.427 27
2158.533 25
2158.639 17
2158.745 19
2158.851 12
2158.957 11
2159.063 15
2159.169 16
2159.275 19
2159.381 18
2159.487 20
2159.593 19
2159.699 15
2159.805 18
