mz intensity
1773.107 10
1773.203 11
1773.299 5
1773.395 11
1773.491 7
1773.587 9
1773.683 8
1773.779 0
1773.875 -2
1773.971 -7
1774.067 -7
1774.163 -6
1774.258 4
1774.354 9
1774.450 20
1774.546 27
1774.642 33
1774.738 31
1774.834 33
1774.930 37
1775.026 28
1775.122 25
1775.218 14
1775.314 12
1775.410 16
1775.506 10
1775.602 9
1775.698 11
1775.794 8
1775.890 5
1775.986 14
1776.082 7
1776.178 3
1776.274 -9
1776.370 -14
1776.466 -10
1776.562 2
1776.659 17
1776.755 19
1776.851 22
1776.947 17
1777.043 8
1777.139 2
1777.235 1
1777.331 -2
1777.427 -2
1777.523 -1
1777.619 4
1777.715 15
1777.811 31
1777.907 33
1778.003 36
1778.099 36
1778.195 28
1778.291 21
1778.388 15
1778.484 5
1778.580 8
1778.676 8
1778.772 18
1778.868 26
1778.964 21
1779.060 28
1779.156 21
1779.252 17
1779.348 10
1779.445 4
1779.541 -6
1779.637 -10
1779.733 -16
1779.829 -11
1779.925 -4
1780.021 -4
1780.117 10
1780.214 7
1780.310 5
1780.406 4
1780.502 9
1780.598 20
1780.694 24
1780.790 24
1780.887 18
1780.983 17
1781.079 16
1781.175 11
1781.271 10
1781.367 -4
1781.463 12
1781.560 17
1781.656 13
1781.752 19
1781.848 0
1781.944 4
1782.041 13
1782.137 6
1782.233 10
1782.329 8
1782.425 14
1782.521 17
1782.618 9
1782.714 4
1782.810 -5
1782.906 -8
1783.002 0
1783.099 3
1783.195 2
1783.291 10
1783.387 7
1783.484 -4
1783.580 -8
1783.676 -8
1783.772 -12
1783.868 1
1783.965 4
1784.061 -7
1784.157 0
1784.253 0
1784.350 -3
1784.446 0
1784.542 7
1784.638 7
1784.735 18
1784.831 20
1784.927 17
1785.023 27
1785.120 24
1785.216 23
1785.312 23
1785.408 11
1785.505 2
1785.601 18
1785.697 10
1785.794 15
1785.890 23
1785.986 26
1786.082 29
1786.179 38
1786.275 40
1786.371 32
1786.468 37
1786.564 30
1786.660 29
1786.757 37
1786.853 28
1786.949 32
1787.045 14
1787.142 11
1787.238 21
1787.334 19
1787.431 32
1787.527 26
1787.623 11
1787.720 5
1787.816 -3
1787.912 13
1788.009 29
1788.105 26
1788.201 37
1788.298 26
1788.394 20
1788.491 11
1788.587 6
1788.683 -1
1788.780 -6
1788.876 -5
1788.972 -4
1789.069 9
1789.165 15
1789.261 12
1789.358 21
1789.454 15
1789.551 15
1789.647 24
1789.743 23
1789.840 32
1789.936 30
1790.033 26
1790.129 16
1790.225 11
1790.322 17
1790.418 20
1790.515 24
1790.611 32
1790.707 36
1790.804 29
1790.900 32
1790.997 21
1791.093 14
1791.190 17
1791.286 8
1791.382 11
1791.479 13
1791.575 13
1791.672 22
1791.768 29
1791.865 37
1791.961 36
1792.057 23
1792.154 26
1792.250 15
1792.347 9
1792.443 16
1792.540 9
1792.636 12
1792.733 11
1792.829 13
1792.926 14
1793.022 16
1793.119 9
1793.215 12
1793.312 15
1793.408 9
1793.505 16
1793.601 10
1793.698 -5
1793.794 3
1793.891 5
1793.987 11
1794.084 11
1794.180 4
1794.277 9
1794.373 14
1794.470 24
1794.566 36
1794.663 37
1794.759 36
1794.856 43
1794.952 39
1795.049 26
1795.145 20
1795.242 18
1795.338 18
1795.435 34
1795.532 37
1795.628 37
1795.725 31
1795.821 23
1795.918 26
1796.014 8
1796.111 11
1796.207 3
1796.304 3
1796.401 17
1796.497 26
1796.594 31
1796.690 36
1796.787 42
1796.883 40
1796.980 33
1797.077 31
1797.173 19
1797.270 12
1797.366 14
1797.463 10
1797.560 15
1797.656 13
1797.753 16
1797.849 9
1797.946 14
1798.043 12
1798.139 18
1798.236 21
1798.333 19
1798.429 23
1798.526 28
1798.622 27
1798.719 23
1798.816 33
1798.912 25
1799.009 26
1799.106 28
1799.202 15
1799.299 10
1799.396 3
1799.492 -1
1799.589 10
1799.686 9
1799.782 23
1799.879 28
1799.975 15
1800.072 21
1800.169 13
1800.266 18
1800.362 22
1800.459 21
1800.556 24
1800.652 21
1800.749 28
1800.846 26
1800.942 26
1801.039 12
1801.136 4
1801.232 12
1801.329 14
1801.426 16
1801.523 17
1801.619 12
1801.716 16
1801.813 1
1801.909 2
1802.006 -1
1802.103 -14
1802.200 3
1802.296 6
1802.393 1
1802.490 12
1802.587 10
1802.683 6
1802.780 11
1802.877 4
1802.973 8
1803.070 4
1803.167 5
1803.264 21
1803.361 13
1803.457 11
1803.554 11
1803.651 10
1803.748 18
1803.844 17
1803.941 17
1804.038 9
1804.135 7
1804.231 9
1804.328 3
1804.425 0
1804.522 -3
1804.619 5
1804.715 12
1804.812 15
1804.909 29
1805.006 17
1805.103 28
1805.199 23
1805.296 20
1805.393 25
1805.490 13
1805.587 16
1805.684 21
1805.780 16
1805.877 8
1805.974 10
1806.071 8
1806.168 15
1806.265 23
1806.361 15
1806.458 18
1806.555 18
1806.652 21
1806.749 20
1806.846 23
1806.942 22
1807.039 24
1807.136 19
1807.233 13
1807.330 6
1807.427 -1
1807.524 11
1807.621 17
1807.717 27
1807.814 35
1807.911 36
1808.008 37
1808.105 28
1808.202 20
1808.299 15
1808.396 5
1808.493 6
1808.589 3
1808.686 6
1808.783 8
1808.880 12
1808.977 19
1809.074 30
1809.171 32
1809.268 37
1809.365 34
1809.462 19
1809.559 19
1809.655 28
1809.752 31
1809.849 44
1809.946 40
1810.043 22
1810.140 14
1810.237 8
1810.334 -3
1810.431 5
1810.528 6
1810.625 11
1810.722 14
1810.819 -1
1810.916 -7
1811.013 -24
1811.110 -26
1811.207 -18
1811.304 -8
1811.401 -3
1811.498 -6
1811.595 -7
1811.692 -2
1811.789 2
1811.886 15
1811.983 15
1812.080 16
1812.177 15
1812.274 5
1812.371 5
1812.468 -7
1812.565 -11
1812.662 2
1812.759 -2
1812.856 2
1812.953 7
1813.050 14
1813.147 9
1813.244 10
1813.341 4
1813.438 1
1813.535 2
1813.632 2
1813.729 -5
1813.826 -5
1813.923 -7
1814.020 -14
1814.117 -6
1814.214 -15
1814.311 -20
1814.408 -16
1814.505 -21
1814.602 -10
1814.699 11
1814.797 19
1814.894 28
1814.991 26
1815.088 20
1815.185 14
1815.282 8
1815.379 9
1815.476 5
1815.573 15
1815.670 15
1815.767 9
1815.864 13
1815.962 14
1816.059 21
1816.156 16
1816.253 10
1816.350 13
1816.447 5
1816.544 15
1816.641 9
1816.738 18
1816.836 25
1816.933 11
1817.030 22
1817.127 6
1817.224 5
1817.321 11
1817.418 1
1817.516 9
1817.613 14
1817.710 9
1817.807 16
1817.904 11
1818.001 0
1818.098 -5
1818.196 -7
1818.293 -14
1818.390 -9
1818.487 -6
1818.584 -12
1818.681 -4
1818.779 -3
1818.876 -3
1818.973 1
1819.070 -3
1819.167 -11
1819.265 -7
1819.362 -4
1819.459 -6
1819.556 -1
1819.653 0
1819.751 -3
1819.848 -7
1819.945 -1
1820.042 5
1820.139 9
1820.237 10
1820.334 6
1820.431 -3
1820.528 -7
1820.625 -9
1820.723 -12
1820.820 -9
1820.917 -7
1821.014 -5
1821.112 -15
1821.209 -18
1821.306 -20
1821.403 -18
1821.501 -18
1821.598 -10
1821.695 -9
1821.792 -4
1821.890 2
1821.987 -1
1822.084 13
1822.181 12
1822.279 20
1822.376 25
1822.473 11
1822.571 7
1822.668 8
1822.765 6
1822.862 9
1822.960 17
1823.057 17
1823.154 23
1823.252 30
1823.349 29
1823.446 33
1823.543 26
1823.641 26
1823.738 26
1823.835 32
1823.933 35
1824.030 35
1824.127 26
1824.225 25
1824.322 24
1824.419 14
1824.517 33
1824.614 28
1824.711 18
1824.809 25
1824.906 10
1825.003 5
1825.101 11
1825.198 18
1825.295 16
1825.393 16
1825.490 9
1825.587 7
1825.685 19
1825.782 18
1825.880 23
1825.977 22
1826.074 20
1826.172 17
1826.269 13
1826.366 20
1826.464 13
1826.561 18
1826.659 17
1826.756 13
1826.853 23
1826.951 23
1827.048 30
1827.146 26
1827.243 21
1827.340 18
1827.438 19
1827.535 12
1827.633 19
1827.730 24
1827.827 15
1827.925 16
1828.022 8
1828.120 10
1828.217 9
1828.315 4
1828.412 19
1828.509 24
1828.607 34
1828.704 51
1828.802 60
1828.899 78
1828.997 73
1829.094 74
1829.192 72
1829.289 62
1829.387 61
1829.484 59
1829.581 56
1829.679 57
1829.776 71
1829.874 81
1829.971 80
1830.069 80
1830.166 85
1830.264 72
1830.361 78
1830.459 79
1830.556 68
1830.654 64
1830.751 45
1830.849 48
1830.946 38
1831.044 37
1831.141 31
1831.239 34
1831.336 36
1831.434 34
1831.531 38
1831.629 38
1831.726 38
1831.824 39
1831.922 40
1832.019 26
1832.117 26
1832.214 19
1832.312 19
1832.409 21
1832.507 21
1832.604 34
1832.702 33
1832.799 25
1832.897 14
1832.995 7
1833.092 14
1833.190 17
1833.287 19
1833.385 14
1833.482 14
1833.580 14
1833.678 9
1833.775 11
1833.873 18
1833.970 21
1834.068 32
1834.165 20
1834.263 12
1834.361 4
1834.458 3
1834.556 16
1834.653 6
1834.751 25
1834.849 32
1834.946 26
1835.044 30
1835.141 21
1835.239 14
1835.337 11
1835.434 18
1835.532 20
1835.630 22
1835.727 24
1835.825 12
1835.923 17
1836.020 15
1836.118 18
1836.215 26
1836.313 14
1836.411 8
1836.508 4
1836.606 4
1836.704 1
1836.801 6
1836.899 17
1836.997 22
1837.094 20
1837.192 14
1837.290 14
1837.387 15
1837.485 22
1837.583 32
1837.680 28
1837.778 20
1837.876 15
1837.974 11
1838.071 2
1838.169 3
1838.267 6
1838.364 4
1838.462 2
1838.560 3
1838.657 -4
1838.755 -9
1838.853 -7
1838.951 -1
1839.048 0
1839.146 -4
1839.244 -6
1839.342 -4
1839.439 -3
1839.537 1
1839.635 16
1839.732 8
1839.830 11
1839.928 13
1840.026 -8
1840.123 -3
1840.221 -9
1840.319 -11
1840.417 4
1840.514 -1
1840.612 5
1840.710 7
1840.808 11
1840.906 11
1841.003 12
1841.101 10
1841.199 8
1841.297 4
1841.394 6
1841.492 11
1841.590 28
1841.688 23
1841.786 24
1841.883 20
1841.981 13
1842.079 24
1842.177 30
1842.275 22
1842.372 22
1842.470 13
1842.568 6
1842.666 11
1842.764 12
1842.862 12
1842.959 4
1843.057 12
1843.155 8
1843.253 10
1843.351 14
1843.449 14
1843.546 15
1843.644 9
1843.742 2
1843.840 3
1843.938 3
1844.036 6
1844.134 23
1844.231 6
1844.329 5
1844.427 5
1844.525 1
1844.623 14
1844.721 11
1844.819 16
1844.916 21
1845.014 24
1845.112 26
1845.210 23
1845.308 10
1845.406 -3
1845.504 5
1845.602 6
1845.700 17
1845.798 19
1845.895 14
1845.993 11
1846.091 4
1846.189 11
1846.287 21
1846.385 31
1846.483 28
1846.581 28
1846.679 15
1846.777 21
1846.875 25
1846.973 26
1847.070 31
1847.168 23
1847.266 12
1847.364 12
1847.462 8
1847.560 7
1847.658 12
1847.756 14
1847.854 10
1847.952 17
1848.050 24
1848.148 20
1848.246 19
1848.344 13
1848.442 -1
1848.540 8
1848.638 7
1848.736 11
1848.834 21
1848.932 17
1849.030 19
1849.128 20
1849.226 19
1849.324 22
1849.422 15
1849.520 6
1849.618 2
1849.716 -5
1849.814 -1
1849.912 0
1850.010 6
1850.108 2
1850.206 0
1850.304 -5
1850.402 -6
1850.500 -4
1850.598 2
1850.696 12
1850.794 13
1850.892 9
1850.990 5
1851.088 6
1851.186 6
1851.284 6
1851.382 3
1851.480 4
1851.578 2
1851.677 6
1851.775 5
1851.873 -1
1851.971 1
1852.069 3
1852.167 6
1852.265 -2
1852.363 8
1852.461 11
1852.559 7
1852.657 13
1852.755 10
1852.853 7
1852.952 8
1853.050 13
1853.148 26
1853.246 22
1853.344 18
1853.442 16
1853.540 9
1853.638 11
1853.736 22
1853.835 15
1853.933 19
1854.031 25
1854.129 23
1854.227 26
1854.325 33
1854.423 25
1854.521 29
1854.620 29
1854.718 28
1854.816 25
1854.914 20
1855.012 18
1855.110 13
1855.208 13
1855.307 10
1855.405 18
1855.503 17
1855.601 22
1855.699 20
1855.797 13
1855.896 16
1855.994 7
1856.092 -2
1856.190 -6
1856.288 -16
1856.387 -16
1856.485 -6
1856.583 -9
1856.681 3
1856.779 13
1856.878 17
1856.976 20
1857.074 21
1857.172 11
1857.270 10
1857.369 10
1857.467 7
1857.565 8
1857.663 0
1857.761 -1
1857.860 -1
1857.958 3
1858.056 4
1858.154 0
1858.253 0
1858.351 4
1858.449 5
1858.547 7
1858.646 16
1858.744 8
1858.842 5
1858.940 5
1859.039 3
1859.137 19
1859.235 27
1859.333 18
1859.432 13
1859.530 2
1859.628 -1
1859.726 13
1859.825 7
1859.923 -10
1860.021 -11
1860.120 -19
1860.218 -19
1860.316 -2
1860.414 -1
1860.513 2
1860.611 -1
1860.709 4
1860.808 5
1860.906 2
1861.004 -2
1861.103 -4
1861.201 -8
1861.299 -2
1861.398 -1
1861.496 4
1861.594 10
1861.693 6
1861.791 13
1861.889 9
1861.988 7
1862.086 12
1862.184 15
1862.283 9
1862.381 10
1862.479 5
1862.578 2
1862.676 -6
1862.774 -12
1862.873 -11
1862.971 -16
1863.069 -16
1863.168 -16
1863.266 -14
1863.365 -11
1863.463 0
1863.561 -13
1863.660 -9
1863.758 -7
1863.856 -12
1863.955 5
1864.053 2
1864.152 4
1864.250 0
1864.348 -12
1864.447 -16
1864.545 -16
1864.644 -12
1864.742 -8
1864.840 -4
1864.939 -5
1865.037 4
1865.136 4
1865.234 3
1865.333 9
1865.431 5
1865.529 2
1865.628 7
1865.726 13
1865.825 11
1865.923 15
1866.022 16
1866.120 9
1866.218 8
1866.317 1
1866.415 -8
1866.514 -6
1866.612 2
1866.711 9
1866.809 17
1866.908 24
1867.006 22
1867.105 21
1867.203 11
1867.302 -2
1867.400 -2
1867.499 -2
1867.597 1
1867.696 23
1867.794 15
1867.893 14
1867.991 13
1868.090 2
1868.188 11
1868.287 17
1868.385 22
1868.484 23
1868.582 20
1868.681 15
1868.779 11
1868.878 17
1868.976 14
1869.075 17
1869.173 13
1869.272 12
1869.370 12
1869.469 10
1869.567 14
1869.666 10
1869.764 17
1869.863 24
1869.961 28
1870.060 29
1870.159 35
1870.257 22
1870.356 12
1870.454 8
1870.553 6
1870.651 4
1870.750 7
1870.849 6
1870.947 13
1871.046 15
1871.144 6
1871.243 15
1871.341 8
1871.440 17
1871.539 24
1871.637 20
1871.736 8
1871.834 6
1871.933 8
1872.032 2
1872.130 8
1872.229 13
1872.327 15
1872.426 22
1872.525 33
1872.623 16
1872.722 17
1872.821 14
1872.919 14
1873.018 9
1873.116 3
1873.215 -7
1873.314 -8
1873.412 5
1873.511 5
1873.610 20
1873.708 21
1873.807 19
1873.906 19
1874.004 14
1874.103 11
1874.202 6
1874.300 0
1874.399 1
1874.498 4
1874.596 9
1874.695 14
1874.794 16
1874.892 16
1874.991 12
1875.090 8
1875.188 2
1875.287 8
1875.386 4
1875.484 9
1875.583 14
1875.682 4
1875.781 10
1875.879 -1
1875.978 -7
1876.077 -8
1876.175 -11
1876.274 -3
1876.373 -7
1876.472 -15
1876.570 -3
1876.669 -3
1876.768 0
1876.866 6
1876.965 -4
1877.064 -8
1877.163 -7
1877.261 -1
1877.360 -5
1877.459 4
1877.558 4
1877.656 -1
1877.755 9
1877.854 0
1877.953 -10
1878.051 -5
1878.150 -6
1878.249 -4
1878.348 10
1878.447 5
1878.545 6
1878.644 8
1878.743 12
1878.842 7
1878.940 8
1879.039 12
1879.138 16
1879.237 17
1879.336 24
1879.434 28
1879.533 29
1879.632 31
1879.731 19
1879.830 23
1879.928 19
1880.027 20
1880.126 20
1880.225 14
1880.324 13
1880.423 9
1880.521 -1
1880.620 1
1880.719 -4
1880.818 -4
1880.917 -5
1881.016 -9
1881.114 7
1881.213 20
1881.312 11
1881.411 19
1881.510 -4
1881.609 -2
1881.708 15
1881.806 8
1881.905 22
1882.004 22
1882.103 19
1882.202 10
1882.301 11
1882.400 4
1882.499 0
1882.597 10
1882.696 6
1882.795 4
1882.894 14
1882.993 8
1883.092 9
1883.191 6
1883.290 -4
1883.389 -2
1883.488 2
1883.586 5
1883.685 0
1883.784 -4
1883.883 -8
1883.982 -2
1884.081 1
1884.180 4
1884.279 5
1884.378 -4
1884.477 -11
1884.576 -7
1884.675 -5
1884.774 -2
1884.873 -1
1884.971 8
1885.070 0
1885.169 11
1885.268 13
1885.367 -6
1885.466 1
1885.565 -9
1885.664 0
1885.763 14
1885.862 11
1885.961 15
1886.060 12
1886.159 8
1886.258 5
1886.357 6
1886.456 -5
1886.555 3
1886.654 3
1886.753 6
1886.852 16
1886.951 22
1887.050 23
1887.149 20
1887.248 17
1887.347 9
1887.446 10
1887.545 2
1887.644 7
1887.743 10
1887.842 14
1887.941 21
1888.040 12
1888.139 -2
1888.238 -2
1888.337 -4
1888.436 1
1888.535 19
1888.634 21
1888.733 25
1888.833 26
1888.932 26
1889.031 24
1889.130 30
1889.229 40
1889.328 44
1889.427 44
1889.526 30
1889.625 22
1889.724 13
1889.823 10
1889.922 11
1890.021 14
1890.120 13
1890.220 4
1890.319 12
1890.418 9
1890.517 16
1890.616 26
1890.715 24
1890.814 26
1890.913 24
1891.012 13
1891.111 1
1891.211 10
1891.310 11
1891.409 25
1891.508 35
1891.607 29
1891.706 28
1891.805 27
1891.904 25
1892.004 32
1892.103 20
1892.202 8
1892.301 7
1892.400 0
1892.499 -1
1892.598 0
1892.698 6
1892.797 7
1892.896 9
1892.995 11
1893.094 6
1893.193 2
1893.293 13
1893.392 5
1893.491 -1
1893.590 2
1893.689 4
1893.788 10
1893.888 9
1893.987 13
1894.086 2
1894.185 8
1894.284 10
1894.384 -1
1894.483 9
1894.582 10
1894.681 18
1894.780 34
1894.880 19
1894.979 17
1895.078 18
1895.177 12
1895.276 28
1895.376 29
1895.475 21
1895.574 22
1895.673 13
1895.773 -1
1895.872 -13
1895.971 -13
1896.070 -11
1896.170 -2
1896.269 11
1896.368 10
1896.467 11
1896.567 16
1896.666 11
1896.765 18
1896.864 11
1896.964 6
1897.063 8
1897.162 0
1897.261 13
1897.361 21
1897.460 18
1897.559 25
1897.659 20
1897.758 13
1897.857 22
1897.956 18
1898.056 15
1898.155 10
1898.254 3
1898.354 4
1898.453 3
1898.552 11
1898.652 5
1898.751 8
1898.850 8
1898.949 10
1899.049 22
1899.148 10
1899.247 8
1899.347 5
1899.446 -6
1899.545 4
1899.645 12
1899.744 6
1899.843 22
1899.943 14
1900.042 14
1900.142 16
1900.241 22
1900.340 23
1900.440 22
1900.539 22
1900.638 25
1900.738 24
1900.837 23
1900.936 18
1901.036 12
1901.135 6
1901.235 14
1901.334 12
1901.433 5
1901.533 15
1901.632 3
1901.731 1
1901.831 2
1901.930 4
1902.030 18
1902.129 13
1902.228 6
1902.328 1
1902.427 -11
1902.527 -5
1902.626 4
1902.726 6
1902.825 13
1902.924 9
1903.024 2
1903.123 -7
1903.223 -4
1903.322 -1
1903.422 -7
1903.521 0
1903.620 2
1903.720 0
1903.819 14
1903.919 12
1904.018 13
1904.118 22
1904.217 21
1904.317 20
1904.416 19
1904.516 18
1904.615 22
1904.714 25
1904.814 27
1904.913 20
1905.013 18
1905.112 10
1905.212 10
1905.311 10
1905.411 10
1905.510 20
1905.610 29
1905.709 38
1905.809 22
1905.908 21
1906.008 16
1906.107 6
1906.207 7
1906.306 6
1906.406 -3
1906.505 -4
1906.605 6
1906.704 8
1906.804 12
1906.903 13
1907.003 6
1907.103 4
1907.202 2
1907.302 1
1907.401 6
1907.501 4
1907.600 -9
1907.700 -10
1907.799 -16
1907.899 -1
1907.998 7
1908.098 14
1908.198 15
1908.297 18
1908.397 22
1908.496 20
1908.596 19
1908.695 1
1908.795 2
1908.895 0
1908.994 -1
1909.094 14
1909.193 12
1909.293 24
1909.393 16
1909.492 12
1909.592 0
1909.691 -4
1909.791 9
1909.891 0
1909.990 9
1910.090 1
1910.189 -4
1910.289 -1
1910.389 6
1910.488 16
1910.588 11
1910.688 17
1910.787 13
1910.887 9
1910.986 12
1911.086 8
1911.186 4
1911.285 -1
1911.385 0
1911.485 -2
1911.584 -4
1911.684 -5
1911.784 6
1911.883 14
1911.983 14
1912.083 17
1912.182 8
1912.282 13
1912.382 9
1912.481 8
1912.581 15
1912.681 13
1912.780 14
1912.880 21
1912.980 12
1913.079 9
1913.179 20
1913.279 21
1913.378 14
1913.478 9
1913.578 -5
1913.678 -8
1913.777 5
1913.877 19
1913.977 16
1914.076 22
1914.176 20
1914.276 10
1914.376 15
1914.475 11
1914.575 8
1914.675 14
1914.775 15
1914.874 24
1914.974 22
1915.074 22
1915.174 13
1915.273 14
1915.373 16
1915.473 3
1915.573 10
1915.672 1
1915.772 12
1915.872 21
1915.972 12
1916.071 8
1916.171 6
1916.271 4
1916.371 -1
1916.470 -2
1916.570 -12
1916.670 -8
1916.770 0
1916.870 -2
1916.969 6
1917.069 6
1917.169 3
1917.269 -6
1917.369 -1
1917.468 8
1917.568 11
1917.668 22
1917.768 15
1917.868 4
1917.967 4
1918.067 -7
1918.167 -8
1918.267 -4
1918.367 -7
1918.467 -6
1918.566 -2
1918.666 0
1918.766 -5
1918.866 3
1918.966 4
1919.066 5
1919.166 16
1919.265 18
1919.365 15
1919.465 13
1919.565 11
1919.665 6
1919.765 14
1919.865 17
1919.964 21
1920.064 28
1920.164 29
1920.264 26
1920.364 22
1920.464 28
1920.564 22
1920.664 28
1920.764 25
1920.863 12
1920.963 14
1921.063 17
1921.163 15
1921.263 29
1921.363 36
1921.463 31
1921.563 27
1921.663 26
1921.763 17
1921.863 25
1921.962 22
1922.062 15
1922.162 12
1922.262 0
1922.362 7
1922.462 8
1922.562 18
1922.662 31
1922.762 29
1922.862 31
1922.962 28
1923.062 16
1923.162 11
1923.262 0
1923.362 0
1923.462 6
1923.562 -1
1923.662 9
1923.762 12
1923.862 18
1923.961 21
1924.061 16
1924.161 13
1924.261 13
1924.361 20
1924.461 27
1924.561 32
1924.661 31
1924.761 21
1924.861 19
1924.961 12
1925.061 0
1925.161 8
1925.261 -8
1925.361 -11
1925.461 3
1925.561 -13
1925.662 -5
1925.762 -8
1925.862 -4
1925.962 1
1926.062 0
1926.162 0
1926.262 -7
1926.362 -5
1926.462 3
1926.562 4
1926.662 9
1926.762 19
1926.862 9
1926.962 7
1927.062 4
1927.162 -4
1927.262 10
1927.362 4
1927.462 1
1927.562 -5
1927.663 -11
1927.763 -5
1927.863 -1
1927.963 1
1928.063 -12
1928.163 -11
1928.263 -16
1928.363 -9
1928.463 6
1928.563 -10
1928.663 -3
1928.764 1
1928.864 2
1928.964 12
1929.064 4
1929.164 -6
1929.264 -19
1929.364 -25
1929.464 -16
1929.564 -9
1929.665 0
1929.765 7
1929.865 2
1929.965 7
1930.065 12
1930.165 18
1930.265 15
1930.366 12
1930.466 10
1930.566 7
1930.666 9
1930.766 6
1930.866 -2
1930.966 6
1931.067 3
1931.167 18
1931.267 27
1931.367 18
1931.467 19
1931.567 12
1931.668 13
1931.768 12
1931.868 18
1931.968 14
1932.068 19
1932.169 17
1932.269 13
1932.369 9
1932.469 6
1932.569 8
1932.670 8
1932.770 13
1932.870 3
1932.970 5
1933.070 2
1933.171 -4
1933.271 -1
1933.371 0
1933.471 -9
1933.572 -6
1933.672 6
1933.772 0
1933.872 9
1933.973 12
1934.073 19
1934.173 10
1934.273 16
1934.374 12
1934.474 2
1934.574 -8
1934.674 -6
1934.775 -4
1934.875 -8
1934.975 10
1935.075 9
1935.176 5
1935.276 -3
1935.376 6
1935.476 8
1935.577 3
1935.677 6
1935.777 11
1935.878 20
1935.978 21
1936.078 23
1936.178 7
1936.279 -2
1936.379 -3
1936.479 1
1936.580 8
1936.680 13
1936.780 16
1936.881 5
1936.981 7
1937.081 -2
1937.182 -4
1937.282 -3
1937.382 -10
1937.483 -12
1937.583 -6
1937.683 -5
1937.784 -2
1937.884 -2
1937.984 -12
1938.085 -17
1938.185 -10
1938.285 -4
1938.386 3
1938.486 10
1938.586 -1
1938.687 7
1938.787 15
1938.888 11
1938.988 14
1939.088 8
1939.189 -5
1939.289 1
1939.389 0
1939.490 6
1939.590 9
1939.691 17
1939.791 19
1939.891 22
1939.992 25
1940.092 14
1940.193 10
1940.293 6
1940.393 12
1940.494 18
1940.594 10
1940.695 17
1940.795 21
1940.895 22
1940.996 30
1941.096 22
1941.197 18
1941.297 11
1941.398 5
1941.498 15
1941.598 12
1941.699 21
1941.799 23
1941.900 12
1942.000 9
1942.101 9
1942.201 11
1942.302 2
1942.402 5
1942.503 -7
1942.603 -10
1942.703 2
1942.804 -6
1942.904 1
1943.005 0
1943.105 0
1943.206 15
1943.306 9
1943.407 7
1943.507 1
1943.608 -6
1943.708 -16
1943.809 -14
1943.909 -1
1944.010 7
1944.110 10
1944.211 20
1944.311 9
1944.412 13
1944.512 20
1944.613 20
1944.713 26
1944.814 27
1944.914 21
1945.015 16
1945.116 15
1945.216 18
1945.317 22
1945.417 19
1945.518 22
1945.618 14
1945.719 11
1945.819 19
1945.920 9
1946.020 5
1946.121 10
1946.222 2
1946.322 0
1946.423 1
1946.523 2
1946.624 0
1946.724 4
1946.825 2
1946.926 10
1947.026 10
1947.127 8
1947.227 3
1947.328 -5
1947.429 -2
1947.529 2
1947.630 9
1947.730 2
1947.831 7
1947.932 5
1948.032 2
1948.133 -2
1948.233 -18
1948.334 -17
1948.435 -7
1948.535 -4
1948.636 8
1948.736 8
1948.837 9
1948.938 15
1949.038 10
1949.139 5
1949.240 1
1949.340 -4
1949.441 -5
1949.542 -4
1949.642 -5
1949.743 -8
1949.844 5
1949.944 9
1950.045 11
1950.145 11
1950.246 14
1950.347 13
1950.447 15
1950.548 12
1950.649 4
1950.750 5
1950.850 5
1950.951 9
1951.052 19
1951.152 12
1951.253 10
1951.354 5
1951.454 -1
1951.555 6
1951.656 15
1951.756 13
1951.857 11
1951.958 7
1952.059 0
1952.159 9
1952.260 0
1952.361 0
1952.461 6
1952.562 1
1952.663 5
1952.764 8
1952.864 8
1952.965 2
1953.066 9
1953.167 18
1953.267 17
1953.368 21
1953.469 13
1953.570 16
1953.670 20
1953.771 9
1953.872 7
1953.973 -10
1954.073 -14
1954.174 -1
1954.275 5
1954.376 10
1954.476 22
1954.577 27
1954.678 26
1954.779 31
1954.880 18
1954.980 18
1955.081 10
1955.182 11
1955.283 23
1955.384 21
1955.484 9
1955.585 -2
1955.686 -15
1955.787 -15
1955.888 -1
1955.988 8
1956.089 18
1956.190 15
1956.291 17
1956.392 21
1956.493 25
1956.593 28
1956.694 29
1956.795 24
1956.896 25
1956.997 17
1957.098 20
1957.198 13
1957.299 -5
1957.400 5
1957.501 -5
1957.602 -2
1957.703 8
1957.804 12
1957.904 10
1958.005 11
1958.106 7
1958.207 -5
1958.308 2
1958.409 -3
1958.510 -2
1958.611 13
1958.711 23
1958.812 39
1958.913 49
1959.014 50
1959.115 50
1959.216 44
1959.317 49
1959.418 41
1959.519 40
1959.620 55
1959.720 62
1959.821 65
1959.922 67
1960.023 60
1960.124 62
1960.225 59
1960.326 56
1960.427 54
1960.528 66
1960.629 57
1960.730 61
1960.831 65
1960.932 64
1961.033 65
1961.134 65
1961.234 58
1961.335 48
1961.436 39
1961.537 32
1961.638 26
1961.739 18
1961.840 19
1961.941 14
1962.042 11
1962.143 15
1962.244 24
1962.345 23
1962.446 22
1962.547 20
1962.648 17
1962.749 17
1962.850 17
1962.951 25
1963.052 14
1963.153 16
1963.254 19
1963.355 10
1963.456 24
1963.557 18
1963.658 20
1963.759 21
1963.860 13
1963.961 17
1964.062 16
1964.163 10
1964.264 7
1964.365 -7
1964.466 -9
1964.567 0
1964.668 2
1964.769 13
1964.871 6
1964.972 1
1965.073 10
